page,stt,ma_so,nhom,ten_mon_an,ten_mon_an_en,nang_luong,nang_luong_don_vi,chat_dam,chat_beo,chat_bot_duong
35,8,HAP-211080,"Bánh đa, bún, phở",Bún chả cô Thu,Cô Thu's Kebab Rice Noodles,434.8,Kcal,15.4,11.5,67.4
35,9,HAP-223008,Các loại bánh,Bánh mỳ pate trứng,Baguette with pâté and egg,444.2,Kcal,28.4,14.6,49.8
35,10,HAP-211007,"Bánh đa, bún, phở",Bún chả nem,Grilled pork with vermicelli and spring rolls,810.5,Kcal,22.1,26.9,120.1
35,11,HAP-221017,Các loại bánh,Bánh giò,Pyramid rice dumpling,367.2,Kcal,17.1,11.9,47.8
35,12,HAP-211008,"Bánh đa, bún, phở",Bún chả quạt,Grilled pork patties and vermicelli noodles,837,Kcal,35.4,35,95.1
35,13,HAP-223005,Các loại bánh,Bánh gối rán 2 cái,Fried pillow dumplings (2 pieces),573.5,Kcal,17.4,24.5,70.9
35,14,HAP-211051,"Bánh đa, bún, phở",Bún đậu mắm tôm,Vermicelli with fried tofu and shrimp paste,874.6,Kcal,39.2,35,100.8
35,15,HAP-221009,Các loại bánh,Bánh đa vừng,Sesame rice cracker,419,Kcal,13.3,3.7,83.1
36,1,HAP-211078,"Bánh đa, bún, phở",Bún đậu mắm tôm,Vermicelli with fried tofu and shrimp paste,899.1,Kcal,46.1,50.2,65.6
36,2,HAP-223037,Các loại bánh,Bánh đa kê,Sesame rice cracker with mung bean mash,351.9,Kcal,10.1,2.7,71.8
36,3,HAP-211079,"Bánh đa, bún, phở",Bún đậu mắm tôm,Vermicelli with fried tofu and shrimp paste,913.3,Kcal,40,50.1,75.6
36,4,HAP-221003,Các loại bánh,Bánh dày ngọt 3 cái,Sweet sticky rice cakes (3 pieces),276.7,Kcal,9.7,1.4,56.3
36,5,HAP-211046,"Bánh đa, bún, phở",Bún gà,Chicken vermicelli soup,443,Kcal,23.4,15.3,53
36,6,HAP-223022,Các loại bánh,Bánh dày giò,Sticky rice cake with pork sausage,340.2,Kcal,18.1,4.2,57.5
36,7,HAP-211056,"Bánh đa, bún, phở",Bún ngan,Muscovy duck noodle soup,457.4,Kcal,17.6,22.4,46.4
36,8,HAP-221019,Các loại bánh,Bánh dày giò,Sticky rice cake with pork sausage,347.8,Kcal,24.3,5.8,49.6
36,9,HAP-211088,"Bánh đa, bún, phở",Bún ngan,Muscovy duck noodle soup,694.7,Kcal,30.2,29.9,76.2
36,10,HAP-223023,Các loại bánh,Bánh chưng rán,Fried bánh chưng,647.7,Kcal,19.4,19.1,99.4
36,11,HAP-211106,"Bánh đa, bún, phở",Bún ngan,Muscovy duck noodle soup,800.8,Kcal,33.6,28.5,102.3
36,12,HAP-223030,Các loại bánh,Bánh chuối,Banana cake,167.1,Kcal,1.9,9,19.7
36,13,HAP-211010,"Bánh đa, bún, phở",Bún ngâm,Fermented fish noodle soup,485.5,Kcal,21.9,9.7,77.7
36,14,HAP-223038,Các loại bánh,Bánh chay (10 viên),Sweet glutinous rice balls (10 pieces),411.7,Kcal,7.7,14.9,61.7
36,15,HAP-213081,"Bánh đa, bún, phở",Bún ốc,Snail rice noodles,548.5,Kcal,28.6,24.6,24.6
37,1,HAP-213081,"Bánh đa, bún, phở",Bún ốc,Snail rice noodles,548.5,Kcal,28.6,24.6,24.6
37,2,HAP-223036,"Bún, cơm, xôi, cháo",Xôi xéo,Mung bean shredded sticky rice,420.2,Kcal,12.6,3.6,84.3
37,3,HAP-211091,"Bánh đa, bún, phở",Bún ốc cô Mít,Ms. Mit's Snail Noodle Soup,659.4,Kcal,41.1,26.1,65.1
37,4,HAP-223033,"Bún, cơm, xôi, cháo",Xôi lạc,Peanut sticky rice,733.1,Kcal,21.1,14.6,129.4
37,5,HAP-211090,"Bánh đa, bún, phở",Bún riêu cua,Crab noodle soup,497.5,Kcal,19.5,19.6,60.9
37,6,HAP-223035,"Bún, cơm, xôi, cháo",Xôi khúc,Khúc sticky rice cake,512.6,Kcal,14.5,14.5,80.3
37,7,HAP-211021,"Bánh đa, bún, phở",Bún riêu cua sườn sụn,Crab and Pork Rib Noodle Soup,582.9,Kcal,38.7,38.7,68.1
37,8,HAP-223034,"Bún, cơm, xôi, cháo",Xôi đỗ xanh,Mung bean sticky rice,834.8,Kcal,24.2,19.1,141.5
37,9,HAP-221008,"Bún, cơm, xôi, cháo",Xôi chè,Sweet sticky rice with pudding,604.5,Kcal,17,6.2,120.3
37,10,HAP-221024,"Bún, cơm, xôi, cháo",Cháo trai,Clam porridge,196.8,Kcal,6.9,6.4,28
37,11,HAP-221010,"Bún, cơm, xôi, cháo",Cháo trai,Clam porridge,251.5,Kcal,6.6,7.6,39.1
37,12,HAP-221031,"Bún, cơm, xôi, cháo",Cháo thịt,Meat porridge,234,Kcal,12.7,3.9,37
37,13,HAP-221033,"Bún, cơm, xôi, cháo",Cháo tim,Heart porridge,350.6,Kcal,19.7,16.3,31.3
37,14,HAP-221030,"Bún, cơm, xôi, cháo",Cháo sườn,Pork rib porridge,199.7,Kcal,7.8,6.9,26.7
37,15,HAP-221037,"Bún, cơm, xôi, cháo",Cháo lòng,Pork offal porridge,464.7,Kcal,37.4,15.9,43
38,1,HAP-221025,"Bún, cơm, xôi, cháo",Cháo đỗ xanh,Mung bean porridge,274.3,Kcal,3.6,0.5,63.9
38,2,HAP-221038,"Bún, cơm, xôi, cháo",Bún thang,Chicken broth noodle soup,378.2,Kcal,27.9,9.4,45.6
38,3,HAP-221032,"Bún, cơm, xôi, cháo",Bún riêu cua,Crab paste noodle soup,321,Kcal,10.7,6.6,54.6
38,4,HAP-221034,"Bún, cơm, xôi, cháo",Bún ngan,Duck noodle soup,521.8,Kcal,18.7,20.9,64.8
38,5,HAP-221035,"Bún, cơm, xôi, cháo",Bún móng giò,Pork trotter noodle soup,443,Kcal,18.8,15.6,56.8
38,6,HAP-221039,"Bún, cơm, xôi, cháo",Bún đậu mắm tôm,Fermented shrimp paste noodle platter,985.1,Kcal,42.5,51.7,87.4
38,7,HAP-221029,"Bún, cơm, xôi, cháo",Bún cá,Fish noodle soup,331.1,Kcal,12.8,8.1,51.8
38,8,HAP-213061,Các món khác,Vịt rang me,Tamarind stir-fried duck,851.2,Kcal,42.2,67.8,18.1
38,9,HAP-211108,Các món khác,Thịt xiên nướng (5 cái),Grilled meat skewers (5 pieces),443.3,Kcal,27.8,34.9,4.5
38,10,HAP-213026,Các món khác,Sủi dìn,Glutinous rice balls in ginger syrup,273,Kcal,5.4,5.8,49.8
38,11,HAP-213052,Các món khác,Quẩy nóng,Freshly fried dough sticks,483.6,Kcal,13.4,16.8,69.9
38,12,HAP-213068,Các món khác,Nộm bò khô,Dried beef salad,184.8,Kcal,18.5,6.9,11.7
38,13,HAP-211062,Các món khác,Nộm bò khô,Dried beef salad,494.5,Kcal,28.8,17.6,55.2
38,14,HAP-213031,Các món khác,Nem thính,Fermented and toasted rice pork roll,640,Kcal,47.8,30.6,43.2
38,15,HAP-211099,Các món khác,Nem rán (5 cái),Fried spring rolls (5 pieces),333.9,Kcal,11,21.3,24.7
39,1,HAP-213042,Các món khác,Bún nem nướng,Grilled spring roll vermicelli,615.3,Kcal,33.7,17.3,81.2
39,2,HAP-213067,Các món khác,Nem lụi nướng,Grilled minced pork skewers,598.4,Kcal,49.6,16.4,63.1
39,3,HAP-211086,Các món khác,Nem Lụi,Grilled minced pork skewers,707,Kcal,48.7,17.4,88.9
39,4,HAP-213022,Các món khác,Nem chua rán 10 cái,Fried fermented pork rolls (10 pieces),646.2,Kcal,45.7,34.5,38.2
39,5,HAP-211017,Các món khác,Nem chua rán,Fried fermented pork rolls,273,Kcal,40.8,7.1,11.4
39,6,HAP-213065,Các món khác,Nem chua,Fermented pork roll,180.7,Kcal,23.9,3.8,12.7
39,7,HAP-213018,Các món khác,Bún nem cua bể,Crab spring roll vermicelli,929.9,Kcal,32.6,12.2,172.5
39,8,HAP-213054,Các món khác,Gà tần,Stewed chicken,297.4,Kcal,28.9,15.1,11.4
39,9,HAP-211095,Các món khác,Gà tần,Stewed chicken,151.8,Kcal,24.9,5.4,0.9
39,10,HAP-211052,Các món khác,Gà tần,Stewed chicken,337.8,Kcal,35.5,15.8,13.5
39,11,HAP-211043,Các món khác,Gà tần,Stewed chicken,344.6,Kcal,35.6,16,14.7
39,12,HAP-211063,Các món khác,Chim quay,Roasted bird,434.9,Kcal,71.5,71.5,3.4
39,13,HAP-211097,"Ngao, ốc",Sò huyết nướng,Grilled blood cockles,414,Kcal,68.7,3.7,26.4
39,14,HAP-213043,"Ngao, ốc",Ốc hương xào sốt bơ,Stir-fried sweet snails with butter sauce,284.7,Kcal,9.3,20.7,15.3
39,15,HAP-211014,"Ngao, ốc",Ốc đĩa luộc mắm,Boiled dish snails with fish sauce,185.1,Kcal,29.9,1.1,13.9
40,1,HAP-213070,"Ngao, ốc",Ốc bé hấp,Steamed small snails,232.4,Kcal,36.7,2.1,16.7
40,2,HAP-213071,"Ngao, ốc",Ngao trắng hấp,Steamed white clams,226.2,Kcal,27.5,2.2,24.1
40,3,HAP-213046,"Ngao, ốc",Ngao hoa hấp sả,Steamed venus clams with lemongrass,486.2,Kcal,37.5,14.6,51.2
40,4,HAP-211016,"Ngao, ốc",Hàu nướng mọi (10 con),Grilled oysters (10 pieces),152.1,Kcal,17.7,5.3,8.4
40,5,HAP-213057,Giải khát,Trà hoa cúc,Chrysanthemum tea,19.4,Kcal,0.2,,4.7
40,6,HAP-211067,Giải khát,Trà cúc táo đỏ,Chrysanthemum tea with red dates,20.3,Kcal,0.1,,5
40,7,HAP-213033,Giải khát,Thạch găng,Grass jelly,175.5,Kcal,5.9,0.3,37.3
40,8,HAP-213059,Giải khát,Tào phớ caramen,Caramel tofu pudding,174,Kcal,7.5,2.7,29.9
40,9,HAP-211089,Giải khát,Tào phớ,Tofu pudding,257.5,Kcal,6.4,2.9,51.5
40,10,HAP-213060,Giải khát,Sữa ngô,Corn milk,123.8,Kcal,4.3,2.5,21
40,11,HAP-211035,Giải khát,Sữa chua lá nếp,Pandan yogurt,284.2,Kcal,10.1,8.1,42.8
40,12,HAP-213008,Giải khát,Sữa chua gạo tím,Purple rice yogurt,301.8,Kcal,10.5,8.6,45.6
40,13,HAP-213063,Giải khát,Kem sữa chua trân châu,Yogurt ice cream with tapioca pearls,284.2,Kcal,6.4,7.5,47.8
40,14,HAP-213062,Giải khát,Sữa chua kem,Ice-cream yogurt,117.3,Kcal,5.9,6.7,8.4
40,15,HAP-211036,Giải khát,Sữa chua kem gạo tím,Purple rice ice-cream yogurt,196.1,Kcal,6.4,5.3,30.6
41,1,HAP-213009,Giải khát,Sữa chua chân trâu,Yogurt with tapioca pearls,244.4,Kcal,244.4,244.4,42.8
41,2,HAP-211066,Giải khát,Nước trà hoa cúc,Chrysanthemum tea,18.3,Kcal,0.1,,4.5
41,3,HAP-213058,Giải khát,Kem trứng,Egg custard,390.8,Kcal,10.4,22.1,37.5
41,4,HAP-213073,Giải khát,Chè dừa dầm,Coconut jelly sweet soup,469.8,Kcal,12.4,8.2,86.6
41,5,HAP-211003,Giải khát,Chè thập cẩm,Mixed sweet soup,629.1,Kcal,11.3,10.2,123
41,6,HAP-213007,Giải khát,Chè sen,Lotus seed sweet soup,262.9,Kcal,5.2,0.5,59.4
41,7,HAP-211002,Các loại bánh,Bánh đúc tàu,Rice cake made of rice flour and lime water,175.6,Kcal,9.6,2.2,29.3
41,8,HAP-211006,Các loại bánh,Bánh cuốn trứng,Egg stuffed pancake,537.6,Kcal,22.6,28.5,47.7
41,9,HAP-211009,Các loại bánh,Bánh cuốn thịt,Pork stuffed pancake,493.1,Kcal,13.8,19.8,65
41,10,HAP-211005,Các loại bánh,Bánh cuốn nhân tôm thịt,Stuffed rice pancake with shrimp and pork,475.7,Kcal,12.5,19.1,63.4
41,11,HAP-211004,Các loại bánh,Bánh cuốn chay chả,Vegetarian steamed pancake with 'chả',673.4,Kcal,13,36.2,73.9
41,12,HAP-213049,Các loại bánh,Bánh bột lọc 6 cái,Vietnamese Tapioca Dumplings (6 pieces),335.2,Kcal,7.4,14.4,44
41,13,HAP-211065,Các loại bánh,Bánh bột lọc (5 cái),Vietnamese Tapioca Dumplings (5 pieces),199.9,Kcal,4.3,8.7,26.1
41,14,HAP-213077,Các loại bánh,Bánh bèo 2 cái,Two water fern cake,899,Kcal,35.8,47.5,82.2
41,15,HAP-211054,Các loại bánh,Bánh bèo,Water fern cake,451.1,Kcal,19,17.2,55.1
42,1,HAP-211085,"Cơm, cháo, xôi",Bánh mì - xôi chảo,Baguette with combo pan,995.8,Kcal,41.4,62.6,66.7
42,2,HAP-211042,"Cơm, cháo, xôi",Xôi xéo thập cẩm,Turmeric sticky rice with mung beans and mixed toppings,789.9,Kcal,27.8,28.2,106.3
42,3,HAP-211041,"Cơm, cháo, xôi",Xôi xéo đùi gà sốt,"Sticky rice with mung bean, chicken thigh, and sauce",612.6,Kcal,29.5,9.2,102.9
42,4,HAP-213056,"Cơm, cháo, xôi",Xôi thịt thập cẩm,Sticky Rice with Mixed Meat,856.4,Kcal,36.8,20.9,130.2
42,5,HAP-211082,"Cơm, cháo, xôi",Xôi thịt thập cẩm,Sticky Rice with Mixed Meat,856.4,Kcal,36.8,20.9,130.2
42,6,HAP-213075,"Cơm, cháo, xôi",Xôi thịt,Sticky rice with braised pork,785,Kcal,42.3,10.1,131.3
42,7,HAP-213051,"Cơm, cháo, xôi",Xôi đỗ đen,Black Bean Sticky Rice,677.8,Kcal,19,24.6,95
42,8,HAN-121082,Các món khác,Xúc xích rán (5 cái),Fried sausages (5 pieces),333.2,Kcal,18.5,27.1,4
42,9,HAN-123002,Các món khác,Trứng vịt lộn,Balut (fertilized duck egg),118.2,Kcal,8.8,8,2.7
42,10,HAN-122055,Các món khác,Thịt xiên nướng,Grilled meat skewers,227.4,Kcal,31.3,11,0.9
42,11,HAN-121026,Các món khác,Sắn luộc,Boiled cassava,281.7,Kcal,2,0.4,67.7
42,12,HAN-122056,Các món khác,Quẩy rán,Fried dough sticks,150.4,Kcal,4.1,5.5,21.1
42,13,HAN-122010,Các món khác,Quả xoài dầm,Shredded mango with seasoning,360.7,Kcal,4.2,1,83.7
42,14,HAN-122025,Các món khác,Ngô luộc,Boiled corn,286.4,Kcal,6.5,3.7,56.8
42,15,HAN-121058,Các món khác,Nem rán (4 cái),Fried spring rolls (4 pieces),413.2,Kcal,14.2,24.1,34.8
43,1,HAN-123038,Các món khác,Nem chua rán 5 cái,Fried fermented pork rolls (5 pieces),157.9,Kcal,25,4.3,4.9
43,2,HAN-123027,Các món khác,Khoai tây chiên,French fries,296,Kcal,3.8,12.9,41.3
43,3,HAN-122029,Các món khác,Khoai lang mật nướng,Roasted honey sweet potato,746.2,Kcal,4.8,1.2,179
43,4,HAN-121025,Các món khác,Khoai lang luộc,Boiled sweet potato,393.3,Kcal,2.5,0.6,94.4
43,5,HAN-123026,Các món khác,Khoai lang chiên,Fried sweet potato,376.8,Kcal,2.2,23.4,39.4
43,6,HAN-122047,Các món khác,Hạt dẻ nướng,Roasted chestnuts,227.5,Kcal,4.3,1.1,50.1
43,7,HAN-122045,Các món khác,Hạt dẻ luộc,Boiled chestnuts,159.3,Kcal,3,0.8,35
43,8,HAN-122017,Các món khác,Củ từ luộc,Boiled taro,357.4,Kcal,5.5,,83.8
43,9,HAN-121075,Các món khác,Bánh bỏng kê,Popped millet cake,286,Kcal,3.7,1.6,64.2
43,10,HAN-122044,"Chè, các loại giải khát",Tào phớ,Soybean pudding,421.4,Kcal,8.7,0.7,95.1
43,11,HAN-123033,"Chè, các loại giải khát",Nước mía,Sugarcane juice,228.9,Kcal,,,
43,12,HAN-122023,"Chè, các loại giải khát",Nước ép ổi (size l),Guava juice (large size),346.3,Kcal,3.5,,83.1
43,13,HAN-121010,"Chè, các loại giải khát",Nước ép dưa hấu,Watermelon juice,85.1,Kcal,5.7,1,13.4
43,14,HAN-121013,"Chè, các loại giải khát",Nước ép chanh leo,Passion fruit juice,67.3,Kcal,0.7,0.2,15.7
43,15,HAN-122024,"Chè, các loại giải khát",Nước ép cam (size l),Orange juice (large size),176.8,Kcal,3.4,,40.8
44,1,HAN-122036,Các loại bánh,Bánh trôi tàu,Sweet glutinous rice dumplings in syrup,354.8,Kcal,8,7.2,64.5
44,2,HAN-121045,Các loại bánh,Bánh tráng trộn,Mixed rice paper salad,436.7,Kcal,12.6,14.4,63.6
44,3,HAN-123041,Các loại bánh,Bánh tiêu,Hollow fried doughnut,199.6,Kcal,2.9,11.9,20.4
44,4,HAN-122052,Các loại bánh,Bánh tẻ,Savory steamed rice cake,336.4,Kcal,13.7,9.8,48.4
44,5,HAN-122033,Các loại bánh,Bánh rán vừng,Sesame fried cake,1042,Kcal,17.1,57.8,113.3
44,6,HAN-121056,Các loại bánh,Bánh rán vừng (5 cái),Sesame fried cakes (5 pieces),508.6,Kcal,8.3,28.1,55.6
44,7,HAN-123042,Các loại bánh,Bánh rán ngọt,Sweet fried cake,250.9,Kcal,3.6,0.4,58.4
44,8,HAN-121054,Các loại bánh,Bánh rán mật (5 cái),Molasses-fried cakes (5 pieces),297.6,Kcal,4.6,14,38.3
44,9,HAN-122034,Các loại bánh,Bánh rán mật,Molasses-fried cake,691,Kcal,10.7,32.5,88.9
44,10,HAN-121004,Các loại bánh,Bánh rán mặn,Savory fried cake,406.1,Kcal,9.3,20,47.3
44,11,HAN-121055,Các loại bánh,Bánh rán đường (5 cái),Sugar-coated fried cakes (5 pieces),325.9,Kcal,5.1,15.3,41.9
44,12,HAN-122032,Các loại bánh,Bánh rán đường,Sugar-coated fried cake,680,Kcal,10.5,32,87.5
44,13,HAN-121050,Các loại bánh,Bánh quẩy,Fried dough sticks,100.4,Kcal,2.4,3.2,15.4
44,14,HAN-122040,Các loại bánh,Bánh nếp,Glutinous rice cake,282.9,Kcal,8,3.7,54.3
44,15,HAN-122007,Các loại bánh,Bánh mỳ thập cẩm,Mixed sandwich,541.4,Kcal,22.8,30.3,44.5
45,1,HAN-121030,Các loại bánh,Bánh mỳ que,Breadstick,478,Kcal,5.6,42.1,19.1
45,2,HAN-122065,Các loại bánh,Bánh mỳ giò chả,Bread with pork sausage,337.1,Kcal,10.4,19,31.1
45,3,HAN-123019,Các loại bánh,Bánh mỳ bate trứng,Bread with pâté and egg,415.8,Kcal,17.6,20.9,39.5
45,4,HAN-123021,Các loại bánh,Bánh mỳ,Bread,125,Kcal,4,0.4,26.4
45,5,HAN-122030,Các loại bánh,Bánh giò,Pyramid rice dumpling,325.5,Kcal,15,11.1,41.3
45,6,HAN-121042,Các loại bánh,Bánh gối 3 cái,Three fried pillow cakes,573.8,Kcal,16.1,25.3,70.4
45,7,HAN-122048,Các loại bánh,Bánh gai,Black sticky rice cake,175.4,Kcal,3.3,1.8,36.6
45,8,HAN-122053,Các loại bánh,Bánh đúc,Plain rice cake,193.7,Kcal,4.6,1.2,41.1
45,9,HAN-122026,Các loại bánh,Bánh đa,Sesame rice cracker,818.1,Kcal,25.9,7.3,162.2
45,10,HAN-122039,Các loại bánh,Bánh dày ngọt,Sweet sticky rice cake,374.9,Kcal,9.6,1.4,81.1
45,11,HAN-122066,Các loại bánh,Bánh dày giò,Sticky rice cake with pork sausage,290.3,Kcal,16.6,3.9,47.1
45,12,HAN-122038,Các loại bánh,Bánh dày,Sticky rice cake,222.7,Kcal,7,1.1,46.1
45,13,HAN-122042,Các loại bánh,Bánh chưng rán,Fried square sticky rice cake,416,Kcal,15,5.5,76.6
45,14,HAN-123040,Các loại bánh,Bánh chưng rán,Fried square sticky rice cake,374.5,Kcal,14.3,4.8,68.4
45,15,HAN-122051,Các loại bánh,Bánh chuối,Banana cake,177.1,Kcal,2,9.5,20.9
46,1,HAN-122041,Các loại bánh,Bánh chay,Sweet mung bean glutinous rice balls,200.5,Kcal,2.8,5.6,34.8
46,2,HAN-123003,Các loại bánh,Bánh cuốn chả,Steamed rice rolls with pork sausage,492.3,Kcal,26.1,17.3,58.1
46,3,HAN-121061,Các loại bánh,Bánh cuốn,Steamed rice rolls,572.3,Kcal,27.5,20.1,70.4
46,4,HAN-123045,Các loại bánh,Bánh bột lọc,Tapioca dumplings,366.6,Kcal,8.6,18.4,41.7
46,5,HAN-123037,"Bún, cơm, xôi, cháo",Cháo sườn,Pork rib porridge,319.7,Kcal,14.3,11.1,40.6
46,6,HAN-123035,"Bún, cơm, xôi, cháo",Cháo trai không quẩy,Clam porridge without fried dough sticks,253.7,Kcal,12.5,3.1,43.9
46,7,HAN-121016,"Bún, cơm, xôi, cháo",Cháo trai có quẩy,Clam porridge with fried dough sticks,272,Kcal,9.3,6.2,44.8
46,8,HAN-123008,"Bún, cơm, xôi, cháo",Cháo đỗ xanh,Mung bean porridge,229,Kcal,6.9,0.9,48.4
46,9,HAN-121053,"Bún, cơm, xôi, cháo",Cháo đậu đen đường,Black bean sweet porridge,322,Kcal,4.9,0.5,74.4
46,10,HAN-121035,"Bún, cơm, xôi, cháo",Xôi xéo,Savory sticky rice with mung bean paste,461.4,Kcal,10.2,9.5,83.7
46,11,HAN-122068,"Bún, cơm, xôi, cháo",Xôi trắng muối vừng,Plain sticky rice with sesame salt,505.7,Kcal,12.5,3.5,106.2
46,12,HAN-121037,"Bún, cơm, xôi, cháo",Xôi lạc vừng,Sticky rice with peanuts and sesame,692.8,Kcal,20.6,16.2,116.3
46,13,HAN-122067,"Bún, cơm, xôi, cháo",Xôi khúc,Pandan sticky rice cake,611,Kcal,16.2,16.8,98.8
46,14,HAN-121038,"Bún, cơm, xôi, cháo",Xôi đỗ xanh,Mung bean sticky rice,603.4,Kcal,17.2,12.8,104.9
46,15,HAN-121039,"Bún, cơm, xôi, cháo",Xôi dừa,Coconut sticky rice,596.3,Kcal,14.5,6,121
47,1,HAN-122035,"Bún, cơm, xôi, cháo",Xôi chè,Sweet sticky rice and pudding,803.8,Kcal,25.6,4.5,165.3
47,2,HAN-121072,"Bún, cơm, xôi, cháo",Cơm suất 45k,Set meal 45k,925,Kcal,54.9,28.7,111.9
47,3,HAN-121071,"Bún, cơm, xôi, cháo",Cơm suất 45k,Set meal 45k,686.2,Kcal,35.9,16.8,97.8
47,4,HAN-121070,"Bún, cơm, xôi, cháo",Cơm suất 45k,Set meal 45k,740.4,Kcal,34.8,17.8,110.2
47,5,HAN-121069,"Bún, cơm, xôi, cháo",Cơm suất 40K,Set meal 40k,631.1,Kcal,30.2,22.6,76.8
47,6,HAN-121068,"Bún, cơm, xôi, cháo",Cơm suất 40k,Set meal 40k,596.7,Kcal,32,11.2,91.9
47,7,HAN-121066,"Bún, cơm, xôi, cháo",cơm suất 35k,Set meal 35k,669.7,Kcal,29.4,16.9,100
47,8,HAN-121063,"Bún, cơm, xôi, cháo",Cơm suất 30k,Set meal 30k,866.2,Kcal,33.3,22.1,133.5
47,9,HAN-121062,"Bún, cơm, xôi, cháo",Cơm suất 30k,Set meal 30k,718.8,Kcal,39,18.3,99.4
47,10,HAN-121018,"Bún, cơm, xôi, cháo",Cơm rang thập cẩm,Mixed fried rice,930.8,Kcal,39.8,24.5,137.8
47,11,HAN-121017,"Bún, cơm, xôi, cháo",cơm rang dưa bò,Fried rice with pickled mustard greens and beef,753.4,Kcal,36.9,17.1,113
47,12,HAN-123006,"Bún, cơm, xôi, cháo",cơm bình dân 35k,Affordable set rice meal 35k,595.9,Kcal,32,14.7,83.9
47,13,HAN-121074,"Bún, cơm, xôi, cháo",Bún sườn mọc,Pork rib and meatball noodle soup,510.2,Kcal,25.1,14.5,69.8
47,14,HAN-123001,"Bún, cơm, xôi, cháo",Bún riêu cua bò giò,Crab noodle soup with beef and pork trotters,515.6,Kcal,22.1,23.3,54.3
47,15,HAN-121048,"Bún, cơm, xôi, cháo",Bún riêu,Crab noodle soup,334.5,Kcal,9.7,8.1,55.8
48,1,HAP-211103,"Cơm, cháo, xôi",Xôi chè,Sticky rice with sweet soup,404.6,Kcal,11,5.4,78
48,2,HAP-213017,"Cơm, cháo, xôi",Xôi pate thịt,Sticky rice with pâté and meat,849.8,Kcal,32.3,21.2,132.6
48,3,HAP-211083,"Cơm, cháo, xôi",Xôi pate,Sticky rice with pate,771.6,Kcal,22.2,17,132.5
48,4,HAP-211034,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,922.7,Kcal,45.4,24.5,130.2
48,5,HAP-211033,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,1071.8,Kcal,53.1,28.4,150.9
48,6,HAP-211032,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,978.7,Kcal,42.5,28.9,137.3
48,7,HAP-213038,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,952.5,Kcal,60.7,31,107.7
48,8,HAP-213037,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,934.6,Kcal,50.6,33.7,107.4
48,9,HAP-213004,"Cơm, cháo, xôi",Cơm suất 45k,45.000 VNĐ Set meal,967.1,Kcal,35.1,19.7,162.4
48,10,HAP-211031,"Cơm, cháo, xôi",Cơm suất 40k,40.000 VNĐ Set meal,833.4,Kcal,35.2,21.7,124.3
48,11,HAP-211030,"Cơm, cháo, xôi",Cơm suất 40k,40.000 VNĐ Set meal,704.8,Kcal,25.2,10.8,126.7
48,12,HAP-211029,"Cơm, cháo, xôi",Cơm suất 40k,40.000 VNĐ Set meal,841.7,Kcal,43,18.6,125.7
48,13,HAP-213039,"Cơm, cháo, xôi",Cơm suất 40k,40.000 VNĐ Set meal,727.4,Kcal,40.2,29,76.4
48,14,HAP-213002,"Cơm, cháo, xôi","Cơm suất (thịt gà, lợn, trứng)","Set meal (chicken, pork belly, and egg)",893.5,Kcal,48.4,17.4,135.8
48,15,HAP-211027,"Cơm, cháo, xôi",Cơm suất 35k,35.000 VNĐ Set meal,888.4,Kcal,39.8,26.2,123.4
49,1,HAP-211028,"Cơm, cháo, xôi","Cơm suất (tôm, ốc, thịt gà)","Set meal (shrimp, snail, and chicken)",970.3,Kcal,64.9,21.8,128.6
49,2,HAP-213041,"Cơm, cháo, xôi",Cơm suất 35k,35.000 VNĐ Set meal,713,Kcal,40,21.4,90.1
49,3,HAP-213035,"Cơm, cháo, xôi",Cơm suất 35k,35.000 VNĐ Set meal,597.4,Kcal,31.8,31.8,31.8
49,4,HAP-213003,"Cơm, cháo, xôi","Cơm suất (móng giò, giả cầy)",Pork trotters with fake dog meat sauce,661.5,Kcal,20,5.8,132.3
49,5,HAP-211026,"Cơm, cháo, xôi",Cơm suất (ba chỉ kho),Set meal (braised pork belly),849.3,Kcal,34.2,25.8,120.2
49,6,HAP-211025,"Cơm, cháo, xôi",Cơm suất 30k,30.000 VNĐ Set meal,813.3,Kcal,32.1,20.8,124.4
49,7,HAP-211024,"Cơm, cháo, xôi",Cơm suất (ba chỉ rang),Pork belly with rice,877.1,Kcal,36.1,22.3,133
49,8,HAP-213034,"Cơm, cháo, xôi","Cơm suất (sườn, đậu, chả lá lốt)","Rice with grilled pork chop, egg roll, and fried egg",664.6,Kcal,33.3,20.6,86.6
49,9,HAN-122062,"Bún, cơm, xôi, cháo",Bún ốc,Snail noodle soup,878.8,Kcal,72.9,22.8,95.4
49,10,HAN-121041,"Bún, cơm, xôi, cháo",Bún ngan Thanh Hà,Thanh Ha duck noodle soup,707,Kcal,28.1,30.1,81.1
49,11,HAN-123009,"Bún, cơm, xôi, cháo",Bún ngan,Duck noodle soup,688.6,Kcal,28.8,31.3,72.8
49,12,HAN-121019,"Bún, cơm, xôi, cháo",Bún đậu mắm tôm,Vermicelli with fried tofu and shrimp paste,980.6,Kcal,40.1,47.5,98.1
